지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),최고기온(°C),최저기온(°C),최고기온 나타난날(yyyymmdd),최저기온 나타난날(yyyymmdd),최심적설(cm),최심신적설(cm),3시간신적설합(cm),최심적설 나타난날(yyyymmdd),최심신적설 나타난날(yyyymmdd)
276,청송군,2020-05-01,16.7,23.9,10,29.8,3,20200501,20200508,,,,,
276,청송군,2020-06-01,21.9,29.3,15.2,36.4,9.3,20200609,20200602,,,,,
276,청송군,2020-07-01,21.2,26.1,17.6,31.4,12.8,20200721,20200718,,,,,
276,청송군,2020-08-01,25.7,31.6,21.9,34.9,19.6,20200820,20200824,,,,,
276,청송군,2020-09-01,18.5,24.7,14,28.4,8.4,20200904,20200929,,,,,
276,청송군,2020-10-01,11.6,20,5.7,24.8,-0.9,20201001,20201024,,,,,
276,청송군,2020-11-01,6.4,14,-0.1,23,-6.2,20201118,20201129,,,,,
276,청송군,2020-12-01,-2.4,5,-8.7,11.7,-16.3,20201228,20201217,,,,,
276,청송군,2021-01-01,-3.1,4,-9.6,13.7,-17.7,20210115,20210110,,,,,
276,청송군,2021-02-01,1.4,9.3,-5.7,22.7,-12.2,20210221,20210218,,,,,
276,청송군,2021-03-01,6.9,14.3,-0.2,22.7,-4.8,20210331,20210303,,,,,
276,청송군,2021-04-01,11.1,19.1,3.4,28.3,-2.9,20210421,20210410,,,,,
276,청송군,2021-05-01,15.1,22.3,8.4,29.5,1.2,20210514,20210506,,,,,
276,청송군,2021-06-01,20.5,26.9,15,31.4,7.7,20210620,20210605,,,,,
276,청송군,2021-07-01,24.8,31.1,20.1,36.4,15,20210730,20210702,,,,,
276,청송군,2021-08-01,23.8,28.9,20.2,35.3,17.4,20210806,20210815,,,,,
276,청송군,2021-09-01,19.7,25.1,15.7,30,12.7,20210912,20210927,,,,,
276,청송군,2021-10-01,13.1,21.1,8.2,30.8,-1.3,20211003,20211017,,,,,
276,청송군,2021-11-01,,,,19.8,-4.6,20211105,20211117,,,,,
277,영덕,2017-01-01,1.8,6.5,-2.3,12.1,-8.8,20170104,20170123,,,,,
277,영덕,2017-02-01,3.4,9.2,-1.7,17.4,-7.1,20170216,20170211,,,,,
277,영덕,2017-03-01,7.3,13.4,1.9,19,-2.7,20170312,20170308,,,,,
277,영덕,2017-04-01,14.8,21,9.2,31.4,1.5,20170430,20170402,,,,,
277,영덕,2017-05-01,19.4,26.1,12.9,33.1,5.1,20170520,20170502,,,,,
277,영덕,2017-06-01,20.8,27.2,15.3,34.7,9.3,20170619,20170604,,,,,
277,영덕,2017-07-01,26.4,31.3,22.7,38.1,17.3,20170713,20170727,,,,,
277,영덕,2017-08-01,24.4,29.4,20.9,35,14.9,20170806,20170831,,,,,
277,영덕,2017-09-01,20.5,26.2,15.7,31,11.5,20170909,20170921,,,,,
277,영덕,2017-10-01,15.6,20.7,11.8,28.4,5,20171009,20171031,,,,,
277,영덕,2017-11-01,8.8,14.6,3.5,22,-4.4,20171102,20171125,,,,,
277,영덕,2017-12-01,0.9,6,-4.1,12.1,-9.4,20171230,20171212,,,,,
277,영덕,2018-01-01,-0.4,4.5,-4.7,13.3,-14.6,20180116,20180126,,,,,
277,영덕,2018-02-01,1.1,6.9,-4.4,14.8,-11,20180227,20180206,,,,,
277,영덕,2018-03-01,9.1,14.3,3.6,25.2,-3.4,20180328,20180302,,,,,
277,영덕,2018-04-01,13.9,20.5,7.9,32.5,0.1,20180421,20180408,,,,,
277,영덕,2018-05-01,17.2,22.9,12.4,31.3,6.6,20180517,20180520,,,,,
277,영덕,2018-06-01,22,28.2,16.9,37,10.4,20180624,20180617,,,,,
277,영덕,2018-07-01,26.1,31.4,22.1,38,16.1,20180726,20180708,,,,,
277,영덕,2018-08-01,25.9,30.8,22.2,39.9,16.8,20180805,20180819,,,,,
277,영덕,2018-09-01,20.1,24.7,16.2,29.5,10.5,20180903,20180925,,,,,
277,영덕,2018-10-01,13.6,19.7,8.9,25.4,2.6,20181007,20181028,,,,,
277,영덕,2018-11-01,9.2,15.5,4.1,21.6,-1.4,20181104,20181124,,,,,
277,영덕,2018-12-01,2.9,7.9,-1.7,20.9,-10.1,20181203,20181228,,,,,
277,영덕,2019-01-01,2.5,7.6,-1.8,12.8,-6,20190130,20190116,,,,,
277,영덕,2019-02-01,4.3,9.7,-0.3,15.5,-4.6,20190224,20190201,,,,,
277,영덕,2019-03-01,8.7,14.8,3.1,23.7,-1.3,20190327,20190313,,,,,
277,영덕,2019-04-01,11.9,18.2,6.3,25.8,0.5,20190417,20190403,,,,,
277,영덕,2019-05-01,19.4,26.3,12.7,33.8,4.6,20190524,20190507,,,,,
277,영덕,2019-06-01,20.4,26,15.9,34.3,11,20190604,20190613,,,,,
277,영덕,2019-07-01,24.9,29.5,21.5,35.6,16.9,20190731,20190706,,,,,
277,영덕,2019-08-01,26,31,22.4,35.8,18.9,20190804,20190826,,,,,
277,영덕,2019-09-01,22,26.7,17.9,31.6,11.6,20190910,20190925,,,,,
277,영덕,2019-10-01,16.4,22,11.9,26.6,5.8,20191004,20191028,,,,,
277,영덕,2019-11-01,10.1,16.4,5.1,22.4,-1.4,20191101,20191121,,,,,
277,영덕,2019-12-01,4.5,10,0.2,17.3,-5.4,20191217,20191206,,,,,
277,영덕,2020-01-01,4.2,8.8,0.7,13.9,-5.7,20200108,20200101,,,,,
277,영덕,2020-02-01,4.7,10,0.1,16.5,-6.6,20200214,20200206,,,,,
277,영덕,2020-03-01,8.4,14.4,2.7,23.2,-2,20200321,20200306,,,,,
277,영덕,2020-04-01,11.5,18.2,5.5,27,0,20200430,20200405,,,,,
277,영덕,2020-05-01,17.2,22.3,12.4,30.9,5.7,20200501,20200521,,,,,
277,영덕,2020-06-01,22.1,27.6,17.4,35.1,11.9,20200609,20200607,,,,,
277,영덕,2020-07-01,21,24.8,18.3,31.3,14.1,20200731,20200716,,,,,
277,영덕,2020-08-01,26.2,30.8,22.8,35.4,20.1,20200819,20200808,,,,,
277,영덕,2020-09-01,19.6,24.4,16.1,28.8,10.9,20200903,20200929,,,,,
277,영덕,2020-10-01,14.5,20.5,9.8,25.5,3.5,20201002,20201024,,,,,
277,영덕,2020-11-01,10.1,15.2,5.5,23.2,-0.9,20201119,20201130,,,,,
277,영덕,2020-12-01,2.6,7.4,-2.2,13.7,-12.6,20201228,20201231,,,,,
277,영덕,2021-01-01,0.6,5.8,-4.4,16.1,-14.6,20210115,20210108,,,,,
277,영덕,2021-02-01,4.9,10.8,-1,23.9,-9.7,20210221,20210218,,,,,
277,영덕,2021-03-01,9.2,14.9,3.7,19.6,-3,20210311,20210303,,,,,
277,영덕,2021-04-01,12.2,18.1,6.6,26.2,0.4,20210420,20210410,,,,,
277,영덕,2021-05-01,16.2,21.8,11.1,28.4,4.7,20210523,20210506,,,,,
277,영덕,2021-06-01,20.4,25.1,16.3,30.8,13.5,20210607,20210604,,,,,
277,영덕,2021-07-01,24.7,29.4,21.1,34.6,17.1,20210730,20210702,,,,,
277,영덕,2021-08-01,23.8,27.8,20.8,34,18,20210804,20210831,,,,,
277,영덕,2021-09-01,20.6,24.9,17.2,28.7,14.7,20210929,20210927,,,,,
277,영덕,2021-10-01,15.4,21.1,11.1,29.5,3.2,20211010,20211018,,,,,
277,영덕,2021-11-01,,,,20.2,4.1,20211106,20211115,,,,,
278,의성,2017-01-01,-2.2,6,-9.3,12.3,-16.7,20170108,20170115,,,,,
278,의성,2017-02-01,0.1,8.3,-8,16.5,-13.5,20170216,20170211,,,,,
278,의성,2017-03-01,5.4,14,-2.3,20.6,-8.9,20170330,20170308,,,,,
278,의성,2017-04-01,13.2,22,4.6,31.5,-2.4,20170430,20170403,,,,,
278,의성,2017-05-01,18.2,27.3,9.3,34,3.8,20170529,20170508,,,,,
278,의성,2017-06-01,22.1,30.8,14.3,36.1,8,20170618,20170604,,,,,
278,의성,2017-07-01,26.1,31.8,21.9,36.2,15.4,20170714,20170727,,,,,
278,의성,2017-08-01,25,30.8,20.5,36.6,11.8,20170806,20170831,,,,,
278,의성,2017-09-01,19.2,27,12.9,30.7,4.6,20170925,20170930,,,,,
278,의성,2017-10-01,14,21.4,8.7,28.2,-4,20171009,20171031,,,,,
278,의성,2017-11-01,4.4,13.7,-3.2,21.8,-9.4,20171110,20171119,,,,,
278,의성,2017-12-01,-2.4,5.7,-9.5,12.2,-16.2,20171203,20171213,,,,,
278,의성,2018-01-01,-3.6,3.9,-10.1,12.4,-19.2,20180115,20180127,,,,,
278,의성,2018-02-01,-1.9,7.2,-10.3,15.7,-18.5,20180227,20180207,,,,,
278,의성,2018-03-01,7.5,16,-0.1,25,-7.5,20180328,20180302,,,,,
278,의성,2018-04-01,13.5,21.9,5.1,33.1,-2.6,20180421,20180408,,,,,
278,의성,2018-05-01,18.4,25.7,11,32.4,3,20180515,20180505,,,,,
278,의성,2018-06-01,22.7,29.9,16,36.3,11,20180624,20180617,,,,,
278,의성,2018-07-01,27.7,34.2,22.3,39.9,14.7,20180727,20180708,,,,,
278,의성,2018-08-01,27.8,34.6,22.1,40.4,16.2,20180801,20180819,,,,,
278,의성,2018-09-01,19.9,26.3,14.7,31.1,7.5,20180904,20180928,,,,,
278,의성,2018-10-01,11.8,20.3,5.3,26.2,-1.4,20181007,20181031,,,,,
278,의성,2018-11-01,6.1,15.3,0,21.3,-7.2,20181106,20181123,,,,,
278,의성,2018-12-01,-0.9,6.9,-7.2,16.3,-15,20181204,20181231,,,,,
278,의성,2019-01-01,-1.8,6.8,-8.9,11.8,-13.7,20190130,20190103,,,,,
278,의성,2019-02-01,1.5,9.3,-5.3,15.7,-11.3,20190224,20190201,,,,,
278,의성,2019-03-01,6.9,15.7,-1.1,25.1,-7.2,20190327,20190314,,,,,
278,의성,2019-04-01,11.8,19.9,3.9,28.4,-5.3,20190422,20190402,,,,,
278,의성,2019-05-01,18.6,28.1,9.1,34.6,1.9,20190524,20190508,,,,,
278,의성,2019-06-01,22.1,29.5,15.4,34.9,9.3,20190605,20190601,,,,,
278,의성,2019-07-01,25.2,30.7,20.5,35.5,15.2,20190731,20190706,,,,,
278,의성,2019-08-01,26.5,32.7,21.5,37.6,14.7,20190805,20190831,,,,,
278,의성,2019-09-01,21.8,27.7,17.1,33,10.5,20190910,20190925,,,,,
278,의성,2019-10-01,14.7,22.7,8.5,29.5,-0.4,20191004,20191028,,,,,
278,의성,2019-11-01,7.1,16.1,0.4,23.1,-6.8,20191101,20191121,,,,,
278,의성,2019-12-01,0.6,8.8,-5.4,14.9,-12.1,20191211,20191206,,,,,
278,의성,2020-01-01,1.2,8.2,-4,13,-11.5,20200126,20200101,,,,,
278,의성,2020-02-01,2.1,9.5,-4.3,17.2,-13.8,20200214,20200206,,,,,
278,의성,2020-03-01,7.2,15.6,-1,23.2,-8.6,20200321,20200306,,,,,
278,의성,2020-04-01,10.3,19,1.6,26.8,-4.3,20200430,20200406,,,,,
278,의성,2020-05-01,17.7,25,10.6,31.7,3.7,20200501,20200508,,,,,
278,의성,2020-06-01,23.1,30.1,16.6,35.9,10.2,20200609,20200602,,,,,
278,의성,2020-07-01,22.5,26.9,19,31.8,14.2,20200721,20200718,,,,,
278,의성,2020-08-01,26.8,32,23,35.1,20.6,20200820,20200824,,,,,
278,의성,2020-09-01,19.5,25.8,14.7,29,7.9,20200904,20200928,,,,,
278,의성,2020-10-01,12.3,20.8,5.5,25.7,-1.8,20201002,20201024,,,,,
278,의성,2020-11-01,6.5,14.7,-0.3,23.2,-6.3,20201119,20201130,,,,,
278,의성,2020-12-01,-2.2,6.3,-8.6,12.1,-15.9,20201228,20201217,,,,,
278,의성,2021-01-01,-2.9,5.1,-9.9,14,-21.6,20210125,20210108,,,,,
278,의성,2021-02-01,1.9,10.5,-5.6,24.1,-12.4,20210221,20210218,,,,,
278,의성,2021-03-01,8,15.6,0.9,23.8,-4.2,20210326,20210303,,,,,
278,의성,2021-04-01,12.7,20.8,4.6,29.6,-0.9,20210421,20210415,,,,,
278,의성,2021-05-01,16.2,23.3,9.3,30.7,1.6,20210514,20210506,,,,,
278,의성,2021-06-01,21.7,28.2,16.2,32.4,8.9,20210609,20210605,,,,,
278,의성,2021-07-01,25.8,32.4,20.8,36.5,16.5,20210731,20210702,,,,,
278,의성,2021-08-01,24.5,29.9,21.1,37,18,20210806,20210815,,,,,
278,의성,2021-09-01,20.5,26.2,16.1,30,12.6,20210911,20210923,,,,,
278,의성,2021-10-01,13.8,21.7,8.5,30.2,-1.1,20211003,20211018,,,,,
278,의성,2021-11-01,,,,20.8,-3.4,20211106,20211113,,,,,
279,구미,2017-01-01,0.5,6,-4.6,12.5,-9.2,20170108,20170126,,,,,
279,구미,2017-02-01,2.6,8.5,-2.9,17.4,-6.5,20170216,20170211,,,,,
279,구미,2017-03-01,7.6,14,1.5,19.7,-2.4,20170330,20170311,,,,,
279,구미,2017-04-01,15.1,22.1,8.2,31.4,2.5,20170430,20170402,,,,,
279,구미,2017-05-01,20.3,27.2,13.3,34.8,8.5,20170529,20170507,,,,,
279,구미,2017-06-01,23.5,30,17.7,34.9,12.9,20170623,20170604,,,,,
279,구미,2017-07-01,26.9,31.6,23.4,35.5,17.2,20170721,20170727,,,,,
279,구미,2017-08-01,25.6,30.4,21.6,36.2,15.3,20170806,20170831,,,,,
279,구미,2017-09-01,20.4,26.6,15.2,29,7.8,20170909,20170930,,,,,
279,구미,2017-10-01,15.3,21,10.9,28.7,0.4,20171010,20171031,,,,,
279,구미,2017-11-01,6.9,13.2,1.3,21.1,-4.5,20171110,20171125,,,,,
279,구미,2017-12-01,0.2,5.5,-4.5,11,-10.8,20171203,20171214,,,,,
279,구미,2018-01-01,-1.3,3.9,-5.6,12.3,-14.6,20180115,20180127,,,,,
279,구미,2018-02-01,0.7,6.9,-4.9,15.7,-11.3,20180227,20180207,,,,,
279,구미,2018-03-01,8.9,15.6,2.8,25.7,-3.3,20180328,20180302,,,,,
279,구미,2018-04-01,14.5,21.2,8.1,30.5,0.2,20180421,20180408,,,,,
279,구미,2018-05-01,19.1,24.9,13.3,30.9,6.7,20180515,20180505,,,,,
279,구미,2018-06-01,23.4,28.7,18.4,34.5,13.9,20180624,20180617,,,,,
279,구미,2018-07-01,27.5,32.5,23.3,37.9,16.1,20180727,20180708,,,,,
279,구미,2018-08-01,27.7,32.9,23,38.1,17.5,20180801,20180818,,,,,
279,구미,2018-09-01,20.3,25.3,16.2,29.4,9.2,20180904,20180925,,,,,
279,구미,2018-10-01,13.1,19.2,8.2,25,2.7,20181004,20181030,,,,,
279,구미,2018-11-01,7.7,14.3,2.6,20.1,-2.3,20181104,20181124,,,,,
279,구미,2018-12-01,1.2,6.3,-3.2,14.5,-10.4,20181204,20181231,,,,,
279,구미,2019-01-01,1,6.5,-3.9,11.5,-7.5,20190130,20190104,,,,,
279,구미,2019-02-01,3.4,9,-1.5,15.4,-5.6,20190224,20190212,,,,,
279,구미,2019-03-01,8.9,15.4,2.6,23.9,-2.2,20190327,20190314,,,,,
279,구미,2019-04-01,13.2,19.4,7.2,27.3,-0.8,20190422,20190402,,,,,
279,구미,2019-05-01,20,27.1,12.6,33.4,6.3,20190524,20190507,,,,,
279,구미,2019-06-01,22.7,28.5,17.6,34.3,13.1,20190605,20190601,,,,,
279,구미,2019-07-01,25.2,29.7,21.4,34.6,17.2,20190731,20190706,,,,,
279,구미,2019-08-01,26.4,31.4,22.5,35.9,17.6,20190805,20190831,,,,,
279,구미,2019-09-01,21.9,26.6,18.2,31.5,12.7,20190910,20190925,,,,,
279,구미,2019-10-01,15.7,21.5,11.1,27.8,3.8,20191004,20191028,,,,,
279,구미,2019-11-01,8.8,15.3,3.6,22.6,-3.1,20191101,20191121,,,,,
279,구미,2019-12-01,2.6,8.3,-1.9,13.1,-6.3,20191211,20191206,,,,,
279,구미,2020-01-01,3.3,8,-0.5,14.4,-5.2,20200108,20200105,,,,,
279,구미,2020-02-01,4.3,10.1,-0.7,17.5,-8.3,20200215,20200206,,,,,
279,구미,2020-03-01,9.1,15.9,2.8,23.7,-3.5,20200321,20200306,,,,,
279,구미,2020-04-01,12.4,19.3,5.7,27.6,0.9,20200430,20200406,,,,,
279,구미,2020-05-01,19.1,25.3,13.4,30.9,6.8,20200501,20200508,,,,,
279,구미,2020-06-01,24.1,29.8,19,35.1,14.3,20200609,20200602,,,,,
279,구미,2020-07-01,23,27,20,32.1,17.4,20200720,20200718,,,,,
279,구미,2020-08-01,27.3,31.8,23.7,34.9,21.6,20200820,20200808,,,,,
279,구미,2020-09-01,20.3,25.6,16.1,29.7,10.7,20200904,20200929,,,,,
279,구미,2020-10-01,14.3,21,8.7,26.3,3.2,20201002,20201030,,,,,
279,구미,2020-11-01,8.7,14.9,3.5,23,-1.5,20201119,20201130,,,,,
279,구미,2020-12-01,0.9,7,-3.9,12.6,-10.1,20201228,20201231,,,,,
279,구미,2021-01-01,-0.4,5.5,-5.5,15.1,-13.8,20210115,20210108,,,,,
279,구미,2021-02-01,3.9,10.9,-1.9,24,-8,20210221,20210218,,,,,
279,구미,2021-03-01,9.8,16,4,23.6,-2,20210326,20210303,,,,,
279,구미,2021-04-01,14.5,21.1,8.1,28.7,2.2,20210421,20210405,,,,,
279,구미,2021-05-01,17.7,23.9,12.1,30.1,5.2,20210514,20210506,,,,,
279,구미,2021-06-01,23.2,28.6,18.3,32.9,11.7,20210613,20210605,,,,,
279,구미,2021-07-01,26.5,32.1,22.1,35.4,19.1,20210730,20210702,,,,,
279,구미,2021-08-01,24.9,29.8,21.6,35.6,19.4,20210807,20210815,,,,,
279,구미,2021-09-01,21.2,26.1,17.5,29.8,14.2,20210911,20210924,,,,,
279,구미,2021-10-01,15.2,21.8,10.4,29.8,1,20211005,20211018,,,,,
279,구미,2021-11-01,,,,20.7,-0.1,20211107,20211113,,,,,
281,영천,2017-01-01,0.5,6.7,-5.1,12.6,-11.4,20170108,20170126,,,,,
281,영천,2017-02-01,2.5,9.1,-3.7,16.7,-7.6,20170216,20170215,,,,,
281,영천,2017-03-01,6.9,14.3,0.1,20.4,-4.9,20170330,20170311,,,,,
281,영천,2017-04-01,14.6,21.9,7.1,30.7,1.7,20170430,20170404,,,,,
281,영천,2017-05-01,19.9,27.5,12.3,36.1,5.9,20170529,20170503,,,,,
281,영천,2017-06-01,22.5,29.7,16.1,36.9,9.4,20170619,20170604,,,,,
281,영천,2017-07-01,27.3,32.9,22.9,38.9,16.8,20170713,20170727,,,,,
281,영천,2017-08-01,25.7,31.1,21.4,37.1,13.5,20170806,20170831,,,,,
281,영천,2017-09-01,20.5,27,14.7,31.2,6.3,20170909,20170930,,,,,
281,영천,2017-10-01,15.5,21.5,10.6,29.3,-1.6,20171010,20171031,,,,,
281,영천,2017-11-01,6.8,14.5,-0.2,21.5,-5.8,20171108,20171125,,,,,
281,영천,2017-12-01,-0.2,6.1,-5.9,13,-13.4,20171203,20171214,,,,,
281,영천,2018-01-01,-1.6,4.3,-6.6,13.5,-14.8,20180115,20180127,,,,,
281,영천,2018-02-01,0.2,7.6,-6.7,15.3,-13,20180227,20180207,,,,,
281,영천,2018-03-01,8.5,15.4,1.4,26.4,-4.2,20180328,20180317,,,,,
281,영천,2018-04-01,14.3,21.5,7,32,-1,20180421,20180408,,,,,
281,영천,2018-05-01,18.5,24.7,12.4,32.7,3.6,20180515,20180504,,,,,
281,영천,2018-06-01,22.7,28.7,17.1,36.3,11.3,20180624,20180617,,,,,
281,영천,2018-07-01,27.7,33.3,22.8,39.1,17.6,20180726,20180708,,,,,
281,영천,2018-08-01,27.1,32.7,22.6,39.1,16.3,20180804,20180819,,,,,
281,영천,2018-09-01,20.4,25.6,16.1,30.5,8.7,20180905,20180925,,,,,
281,영천,2018-10-01,13.4,20.4,7.4,26.2,0.8,20181007,20181031,,,,,
281,영천,2018-11-01,7.5,15.6,0.9,20.8,-5,20181104,20181124,,,,,
281,영천,2018-12-01,1.2,7.3,-3.8,16.7,-11.3,20181204,20181231,,,,,
281,영천,2019-01-01,1.1,7.7,-4.8,12.4,-10.2,20190130,20190127,,,,,
281,영천,2019-02-01,3.3,9.8,-2.3,16.3,-7,20190225,20190205,,,,,
281,영천,2019-03-01,8.5,15.9,1.3,23.7,-3.4,20190327,20190314,,,,,
281,영천,2019-04-01,12.8,19.6,5.9,27.4,-2.9,20190418,20190402,,,,,
281,영천,2019-05-01,19.5,27.7,11.3,35.6,4.1,20190524,20190507,,,,,
281,영천,2019-06-01,21.9,28.2,16.3,35.5,11.8,20190604,20190602,,,,,
281,영천,2019-07-01,25.4,30,21.4,36,16.4,20190731,20190706,,,,,
281,영천,2019-08-01,26.7,32.1,22.5,37.2,15.9,20190802,20190831,,,,,
281,영천,2019-09-01,22.1,27.2,17.9,32.1,10.1,20190905,20190925,,,,,
281,영천,2019-10-01,15.9,22.2,10.6,28.1,1,20191004,20191028,,,,,
281,영천,2019-11-01,8.8,16.4,2.4,23.3,-5.2,20191101,20191121,,,,,
281,영천,2019-12-01,2.6,9.6,-2.9,17.6,-7.8,20191217,20191207,,,,,
281,영천,2020-01-01,3.3,8.7,-1.1,15.1,-6.9,20200108,20200105,,,,,
281,영천,2020-02-01,4.2,10.4,-1.5,17.4,-9.8,20200214,20200206,,,,,
281,영천,2020-03-01,8.2,15,1.2,23.1,-6.3,20200321,20200306,,,,,
281,영천,2020-04-01,11.3,18.5,3.9,26.6,-1.7,20200430,20200406,,,,,
281,영천,2020-05-01,18,24.4,12,29,5.1,20200501,20200508,,,,,
281,영천,2020-06-01,23,29.1,17.3,35.3,12.2,20200609,20200607,,,,,
281,영천,2020-07-01,22,25.8,18.9,31.3,13.6,20200721,20200716,,,,,
281,영천,2020-08-01,27,31.9,23.3,35.6,21.6,20200819,20200818,,,,,
281,영천,2020-09-01,19.8,25,15.5,29.3,8.7,20200904,20200928,,,,,
281,영천,2020-10-01,13.8,20.6,8.1,25.5,2.1,20201002,20201029,,,,,
281,영천,2020-11-01,8.3,14.9,2.2,24.1,-3.3,20201119,20201105,,,,,
281,영천,2020-12-01,0.6,7.1,-5.1,12.6,-11.3,20201229,20201231,,,,,
281,영천,2021-01-01,-0.5,5.6,-6.1,15.7,-13.6,20210115,20210108,,,,,
281,영천,2021-02-01,4.1,11,-2.3,23.6,-9,20210221,20210218,,,,,
281,영천,2021-03-01,8.9,15.3,2.4,22.8,-3.1,20210326,20210303,,,,,
281,영천,2021-04-01,13,19.8,6.5,27.7,-0.3,20210421,20210410,,,,,
281,영천,2021-05-01,16.8,23.2,10.8,30.3,3.8,20210523,20210503,,,,,
281,영천,2021-06-01,21.7,27.2,16.9,32.6,10,20210620,20210605,,,,,
281,영천,2021-07-01,25.4,30.8,21.1,36.4,16.8,20210731,20210701,,,,,
281,영천,2021-08-01,24.5,29.1,21.1,35.1,18.9,20210806,20210820,,,,,
281,영천,2021-09-01,20.8,25.4,17.1,30.1,14,20210911,20210924,,,,,
281,영천,2021-10-01,14.8,21.8,9.5,30.5,-0.1,20211003,20211018,,,,,
281,영천,2021-11-01,,,,20.2,-1,20211107,20211117,,,,,
283,경주시,2017-01-01,1,6.9,-4.3,13.1,-9.4,20170102,20170126,,,,,
283,경주시,2017-02-01,3,9.3,-3.1,18.1,-7,20170216,20170211,,,,,
283,경주시,2017-03-01,6.8,13.9,0.5,19.7,-3.8,20170330,20170311,,,,,
283,경주시,2017-04-01,14.6,21.5,7.2,31,0,20170430,20170402,,,,,
283,경주시,2017-05-01,19.7,27.5,12.3,36.2,5.1,20170529,20170502,,,,,
283,경주시,2017-06-01,22.2,29.4,16.3,36.5,11.1,20170619,20170604,,,,,
283,경주시,2017-07-01,27.5,33.3,23,39.7,17.8,20170713,20170727,,,,,
283,경주시,2017-08-01,25.5,30.7,21.7,36.7,14.9,20170806,20170827,,,,,
283,경주시,2017-09-01,20.3,26.8,14.9,31.2,7,20170909,20170930,,,,,
283,경주시,2017-10-01,15.6,21.5,11,30.1,-0.2,20171009,20171031,,,,,
283,경주시,2017-11-01,7.5,15.6,0.3,23.1,-5,20171103,20171121,,,,,
283,경주시,2017-12-01,0.5,6.9,-5.4,15.3,-10.2,20171203,20171212,,,,,
283,경주시,2018-01-01,-0.8,4.8,-5.6,13.9,-13,20180115,20180126,,,,,
283,경주시,2018-02-01,1,7.7,-5.7,15.6,-11.3,20180227,20180208,,,,,
283,경주시,2018-03-01,8.5,15.3,2,26.1,-2.5,20180328,20180302,,,,,
283,경주시,2018-04-01,14.3,21.2,7.5,32.5,-0.5,20180421,20180408,,,,,
283,경주시,2018-05-01,18.2,23.9,12.7,32.9,6.5,20180515,20180504,,,,,
283,경주시,2018-06-01,22.3,28.1,17,35.5,11.1,20180625,20180617,,,,,
283,경주시,2018-07-01,26.9,32.5,22.5,39.3,16.2,20180724,20180708,,,,,
283,경주시,2018-08-01,26.6,32.4,22.4,39.8,16.4,20180804,20180819,,,,,
283,경주시,2018-09-01,20.3,25.2,16.5,30.2,9,20180916,20180925,,,,,
283,경주시,2018-10-01,13.7,20.9,8.1,27.1,2.3,20181007,20181031,,,,,
283,경주시,2018-11-01,8.3,16.2,2.1,21.9,-4.6,20181104,20181124,,,,,
283,경주시,2018-12-01,2.3,8.2,-2.7,19.3,-8.8,20181203,20181228,,,,,
283,경주시,2019-01-01,2,8.4,-3.8,14.2,-8.3,20190119,20190127,,,,,
283,경주시,2019-02-01,3.8,10.2,-1.4,16.5,-5.4,20190206,20190218,,,,,
283,경주시,2019-03-01,8.8,15.8,2.3,23.4,-1.5,20190327,20190324,,,,,
283,경주시,2019-04-01,12.4,19.3,6,27.3,-2.8,20190418,20190402,,,,,
283,경주시,2019-05-01,19.2,27.2,11.4,35.3,4.9,20190524,20190507,,,,,
283,경주시,2019-06-01,21.4,27.2,16.5,34.2,12.3,20190604,20190613,,,,,
283,경주시,2019-07-01,24.8,29.7,21.1,36.2,16.8,20190731,20190706,,,,,
283,경주시,2019-08-01,26.1,31.8,22.1,37.5,16.2,20190802,20190831,,,,,
283,경주시,2019-09-01,21.8,27.1,17.7,33,9.6,20190905,20190925,,,,,
283,경주시,2019-10-01,15.9,22.1,11,28.3,2.8,20191004,20191028,,,,,
283,경주시,2019-11-01,9.3,16.6,3.3,23.5,-3.5,20191101,20191121,,,,,
283,경주시,2019-12-01,3.4,10,-1.8,18.1,-5.6,20191217,20191206,,,,,
283,경주시,2020-01-01,3.9,8.8,-0.3,16.8,-4.6,20200108,20200105,,,,,
283,경주시,2020-02-01,4.6,10.9,-0.7,19.3,-8,20200224,20200206,,,,,
283,경주시,2020-03-01,8.7,15.7,2.1,24.4,-4.4,20200321,20200306,,,,,
283,경주시,2020-04-01,11.8,18.9,4.8,27,-1,20200430,20200406,,,,,
283,경주시,2020-05-01,18.5,25.2,12.9,30.3,6.1,20200502,20200508,,,,,
283,경주시,2020-06-01,23.5,29.9,18.1,35.6,14.7,20200604,20200622,,,,,
283,경주시,2020-07-01,22.4,26.4,19.5,32.9,14.9,20200721,20200717,,,,,
283,경주시,2020-08-01,27.6,33.1,23.5,36.9,21.4,20200819,20200809,,,,,
283,경주시,2020-09-01,20.2,25.6,16.2,30.9,10.1,20200904,20200921,,,,,
283,경주시,2020-10-01,14.7,21.5,9.2,27.1,3.6,20201003,20201029,,,,,
283,경주시,2020-11-01,9.2,15.6,3.3,24.2,-2.7,20201118,20201105,,,,,
283,경주시,2020-12-01,1.5,7.7,-3.9,14.4,-10.5,20201229,20201231,,,,,
283,경주시,2021-01-01,0,6.3,-5.6,16.6,-12.8,20210115,20210108,,,,,
283,경주시,2021-02-01,4.7,11.6,-1.7,24.2,-8.6,20210221,20210218,,,,,
283,경주시,2021-03-01,9.2,15.8,3.1,23,-1.9,20210326,20210303,,,,,
